state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Uttar Pradesh,Agra,Achnera,Pumpkin,Pumpkin,08/11/2010,500,580,540
Uttar Pradesh,Agra,Achnera,Raddish,Raddish,04/13/2014,600,700,650
Uttar Pradesh,Agra,Achnera,Rice,III,11/02/2002,2530,2550,2540
Uttar Pradesh,Agra,Achnera,Spinach,Spinach,04/28/2015,600,700,650
Uttar Pradesh,Agra,Achnera,Tomato,Tomato,11/05/2015,800,880,840
Uttar Pradesh,Agra,Achnera,Wheat,Dara,05/22/2005,1900,1960,1930
Uttar Pradesh,Agra,Fatehabad,Apple,Delicious,04/29/2025,5800,5950,5850
Uttar Pradesh,Agra,Fatehabad,Bajra(Pearl Millet/Cumbu),Deshi,09/28/2021,1750,1800,1780
Uttar Pradesh,Agra,Fatehabad,Banana,Banana - Ripe,04/13/2005,900,1000,950
Uttar Pradesh,Agra,Fatehabad,Barley (Jau),Dara,04/12/2006,1700,1750,1720
Uttar Pradesh,Agra,Fatehabad,Bhindi(Ladies Finger),Bhindi,01/11/2001,1800,1850,1820
Uttar Pradesh,Agra,Fatehabad,Bottle gourd,Bottle Gourd,06/12/2013,1500,1600,1550
Uttar Pradesh,Agra,Fatehabad,Brinjal,Round,05/26/2009,800,900,850
Uttar Pradesh,Agra,Fatehabad,Cabbage,Cabbage,05/24/2001,400,500,450
Uttar Pradesh,Agra,Fatehabad,Cauliflower,Cauliflower,01/23/2015,600,700,650
Uttar Pradesh,Agra,Fatehabad,Cucumbar(Kheera),Cucumbar,10/19/2004,1550,1600,1550
Uttar Pradesh,Agra,Fatehabad,Ginger(Green),Green Ginger,02/03/2009,1800,1850,1820
Uttar Pradesh,Agra,Fatehabad,Green Chilli,Green Chilly,02/08/2012,1500,1600,1550
Uttar Pradesh,Agra,Fatehabad,Guava,Guava,12/27/2000,1500,1550,1520
Uttar Pradesh,Agra,Fatehabad,Gur(Jaggery),Pathari,02/14/2016,2800,2850,2820
Uttar Pradesh,Agra,Fatehabad,Lemon,Lemon,06/23/2001,2500,2600,2550
Uttar Pradesh,Agra,Fatehabad,Mousambi(Sweet Lime),Mousambi,09/10/2011,2200,2300,2250
Uttar Pradesh,Agra,Fatehabad,Mustard,Sarson(Black),09/06/2001,3250,3450,3300
Uttar Pradesh,Agra,Fatehabad,Onion,Red,08/28/2005,850,1000,900
Uttar Pradesh,Agra,Fatehabad,Papaya,Papaya,11/10/2020,1000,1100,1050
Uttar Pradesh,Agra,Fatehabad,Potato,Desi,01/14/2004,400,500,450
Uttar Pradesh,Agra,Fatehabad,Pumpkin,Pumpkin,01/19/2005,800,950,850
Uttar Pradesh,Agra,Fatehabad,Raddish,Raddish,07/03/2019,400,500,450
Uttar Pradesh,Agra,Fatehabad,Rice,Other,03/17/2005,2250,2350,2300
Uttar Pradesh,Agra,Fatehabad,Tomato,Deshi,04/02/2018,400,550,450
Uttar Pradesh,Agra,Fatehabad,Wheat,Dara,11/07/2010,1850,1900,1880
Uttar Pradesh,Agra,Jagnair,Apple,Delicious,05/12/2002,5500,5600,5550
Uttar Pradesh,Agra,Jagnair,Bajra(Pearl Millet/Cumbu),Deshi,11/20/2018,1700,1760,1730
Uttar Pradesh,Agra,Jagnair,Banana,Banana - Ripe,06/12/2024,1500,1560,1530
Uttar Pradesh,Agra,Jagnair,Barley (Jau),Dara,06/29/2015,1750,1850,1800
Uttar Pradesh,Agra,Jagnair,Bhindi(Ladies Finger),Bhindi,07/23/2018,3350,3450,3400
Uttar Pradesh,Agra,Jagnair,Bottle gourd,Bottle Gourd,06/02/2005,950,1050,1000
Uttar Pradesh,Agra,Jagnair,Brinjal,Brinjal,04/05/2020,800,900,850
Uttar Pradesh,Agra,Jagnair,Cabbage,Cabbage,06/30/2006,500,600,550
Uttar Pradesh,Agra,Jagnair,Cauliflower,Cauliflower,05/21/2012,600,700,650
Uttar Pradesh,Agra,Jagnair,Green Chilli,Green Chilly,10/06/2010,2200,2300,2250
Uttar Pradesh,Agra,Jagnair,Gur(Jaggery),Red,03/11/2001,2570,2590,2580
Uttar Pradesh,Agra,Jagnair,Lemon,Lemon,04/28/2020,2950,3050,3000
Uttar Pradesh,Agra,Jagnair,Mustard,Sarson(Black),11/08/2014,3350,3550,3450
Uttar Pradesh,Agra,Jagnair,Onion,Red,06/21/2008,800,900,850
Uttar Pradesh,Agra,Jagnair,Potato,Desi,12/05/2025,500,580,540
Uttar Pradesh,Agra,Jagnair,Pumpkin,Pumpkin,09/22/2010,1100,1200,1150
Uttar Pradesh,Agra,Jagnair,Raddish,Raddish,03/08/2013,550,650,600
Uttar Pradesh,Agra,Jagnair,Rice,III,09/05/2004,2530,2550,2540
Uttar Pradesh,Agra,Jagnair,Wheat,Dara,10/24/2019,1900,1960,1930
Uttar Pradesh,Agra,Jarar,Apple,Kasmir/Shimla - II,08/14/2001,5150,5250,5200
Uttar Pradesh,Agra,Jarar,Bajra(Pearl Millet/Cumbu),Deshi,08/25/2016,1730,1780,1760
Uttar Pradesh,Agra,Jarar,Banana,Other,08/28/2016,1050,1150,1100
Uttar Pradesh,Agra,Jarar,Bottle gourd,Bottle Gourd,04/02/2012,950,1050,1000
Uttar Pradesh,Agra,Jarar,Brinjal,Round,06/01/2010,1000,1100,1050
Uttar Pradesh,Agra,Jarar,Cabbage,Cabbage,12/11/2003,600,680,640
Uttar Pradesh,Agra,Jarar,Carrot,Carrot,09/23/2002,540,620,580
Uttar Pradesh,Agra,Jarar,Cauliflower,Cauliflower,06/14/2001,560,620,590
Uttar Pradesh,Agra,Jarar,Ginger(Green),Green Ginger,01/30/2025,2700,2800,2750
Uttar Pradesh,Agra,Jarar,Green Chilli,Green Chilly,12/28/2010,1040,1120,1080
Uttar Pradesh,Agra,Jarar,Lemon,Lemon,07/23/2020,2000,2100,2050
Uttar Pradesh,Agra,Jarar,Onion,Red,09/22/2021,800,900,850
Uttar Pradesh,Agra,Jarar,Papaya,Papaya,02/10/2025,980,1060,1040
Uttar Pradesh,Agra,Jarar,Peas Wet,Other,11/10/2024,740,820,780
Uttar Pradesh,Agra,Jarar,Potato,Desi,06/03/2017,450,550,500
Uttar Pradesh,Agra,Jarar,Pumpkin,Pumpkin,12/27/2019,500,540,520
Uttar Pradesh,Agra,Jarar,Raddish,Raddish,07/16/2009,300,400,350
Uttar Pradesh,Agra,Jarar,Tomato,Deshi,12/24/2008,900,1000,950
Uttar Pradesh,Agra,Jarar,Wheat,Dara,12/13/2019,1800,1840,1830
Uttar Pradesh,Agra,Khairagarh,Apple,Delicious,01/16/2001,5500,5600,5550
Uttar Pradesh,Agra,Khairagarh,Bajra(Pearl Millet/Cumbu),Deshi,07/02/2020,1700,1760,1730
Uttar Pradesh,Agra,Khairagarh,Banana,Banana - Ripe,11/12/2022,1500,1580,1540
Uttar Pradesh,Agra,Khairagarh,Barley (Jau),Deshi,12/22/2017,1770,1870,1820
Uttar Pradesh,Agra,Khairagarh,Bhindi(Ladies Finger),Bhindi,06/12/2002,3300,3400,3350
Uttar Pradesh,Agra,Khairagarh,Bottle gourd,Bottle Gourd,04/22/2017,950,1050,1000
Uttar Pradesh,Agra,Khairagarh,Brinjal,Round/Long,11/05/2020,800,900,850
Uttar Pradesh,Agra,Khairagarh,Cabbage,Cabbage,04/01/2021,500,600,550
Uttar Pradesh,Agra,Khairagarh,Carrot,Carrot,07/10/2021,440,480,460
Uttar Pradesh,Agra,Khairagarh,Cauliflower,Cauliflower,09/28/2025,600,700,650
Uttar Pradesh,Agra,Khairagarh,Green Chilli,Green Chilly,12/05/2019,2200,2300,2250
Uttar Pradesh,Agra,Khairagarh,Gur(Jaggery),Red,07/30/2007,2570,2590,2580
Uttar Pradesh,Agra,Khairagarh,Lemon,Lemon,07/16/2020,2950,3050,3000
Uttar Pradesh,Agra,Khairagarh,Mousambi(Sweet Lime),Mousambi,07/25/2025,2600,2700,2650
Uttar Pradesh,Agra,Khairagarh,Mustard,Sarson(Black),07/10/2012,3300,3500,3400
Uttar Pradesh,Agra,Khairagarh,Onion,Red,03/13/2021,750,850,800
Uttar Pradesh,Agra,Khairagarh,Papaya,Papaya,06/21/2020,2100,2200,2150
Uttar Pradesh,Agra,Khairagarh,Potato,Desi,12/22/2022,500,560,530
Uttar Pradesh,Agra,Khairagarh,Pumpkin,Pumpkin,09/17/2017,1100,1200,1150
Uttar Pradesh,Agra,Khairagarh,Raddish,Raddish,04/28/2013,600,700,650
Uttar Pradesh,Agra,Khairagarh,Rice,III,02/16/2019,2530,2550,2540
Uttar Pradesh,Agra,Khairagarh,Tomato,Deshi,02/18/2013,800,900,850
Uttar Pradesh,Agra,Khairagarh,Wheat,Dara,04/17/2015,1900,1950,1925
Uttar Pradesh,Agra,Samsabad,Bajra(Pearl Millet/Cumbu),Hybrid,12/04/2007,1825,1875,1850
Uttar Pradesh,Agra,Samsabad,Barley (Jau),Dara,11/14/2011,1825,1875,1850
Uttar Pradesh,Agra,Samsabad,Brinjal,Round,09/19/2004,500,700,600
Uttar Pradesh,Agra,Samsabad,Carrot,Carrot,08/06/2008,500,700,600
Uttar Pradesh,Agra,Samsabad,Cauliflower,Cauliflower,11/20/2025,400,600,500
Uttar Pradesh,Agra,Samsabad,Colacasia,Colacasia,09/19/2016,2050,2150,2100
Uttar Pradesh,Agra,Samsabad,Green Chilli,Green Chilly,07/11/2024,1100,1300,1200
Uttar Pradesh,Agra,Samsabad,Groundnut,Local,08/15/2016,4900,5100,5000
Uttar Pradesh,Agra,Samsabad,Gur(Jaggery),Pathari,07/26/2022,4900,5100,5000
Uttar Pradesh,Agra,Samsabad,Mustard,Sarson(Black),08/20/2019,3400,3600,3500
Uttar Pradesh,Agra,Samsabad,Onion,Red,09/08/2010,800,900,800
Uttar Pradesh,Agra,Samsabad,Peas Wet,Peas Wet,01/05/2022,700,900,800
Uttar Pradesh,Agra,Samsabad,Potato,Local,09/18/2002,450,550,500
Uttar Pradesh,Agra,Samsabad,Raddish,Raddish,10/07/2003,400,600,500
Uttar Pradesh,Agra,Samsabad,Tomato,Hybrid,12/10/2007,450,600,500
Uttar Pradesh,Agra,Samsabad,Wheat,Dara,07/14/2016,1975,2050,2000
Uttar Pradesh,Aligarh,Atrauli,Bajra(Pearl Millet/Cumbu),Hybrid,12/07/2004,1830,1850,1840
Uttar Pradesh,Aligarh,Atrauli,Brinjal,Brinjal,06/21/2009,430,450,440
Uttar Pradesh,Aligarh,Atrauli,Carrot,Carrot,04/25/2022,380,400,390
Uttar Pradesh,Aligarh,Atrauli,Cauliflower,Cauliflower,12/16/2013,480,500,490
Uttar Pradesh,Aligarh,Atrauli,Green Chilli,Green Chilly,08/17/2022,780,800,790
Uttar Pradesh,Aligarh,Atrauli,Maize,Hybrid,07/04/2025,1930,1950,1940
Uttar Pradesh,Aligarh,Atrauli,Potato,Desi,05/06/2019,530,550,540
Uttar Pradesh,Aligarh,Atrauli,Pumpkin,Pumpkin,05/13/2023,730,750,740
Uttar Pradesh,Aligarh,Atrauli,Raddish,Raddish,03/12/2007,280,300,290
Uttar Pradesh,Aligarh,Atrauli,Tomato,Hybrid,01/24/2022,980,1000,990
Uttar Pradesh,Allahabad,Sirsa,Gur(Jaggery),Red,02/16/2014,2950,3050,3000
Uttar Pradesh,Allahabad,Sirsa,Onion,Red,01/09/2006,600,700,650
Uttar Pradesh,Allahabad,Sirsa,Potato,Desi,02/16/2005,550,650,600
Uttar Pradesh,Baghpat,Bagpat,Brinjal,Arkasheela Mattigulla,01/09/2015,1100,1300,1200
Uttar Pradesh,Baghpat,Bagpat,Carrot,Carrot,10/07/2025,400,600,500
Uttar Pradesh,Baghpat,Bagpat,Cauliflower,African Sarson,03/30/2015,1100,1300,1200
Uttar Pradesh,Baghpat,Bagpat,Green Chilli,Green Chilly,11/16/2016,2400,2600,2500
Uttar Pradesh,Baghpat,Bagpat,Onion,1st Sort,10/17/2025,900,1100,1000
Uttar Pradesh,Baghpat,Bagpat,Potato,(Red Nanital),08/28/2004,500,700,600
Uttar Pradesh,Baghpat,Bagpat,Raddish,Raddish,08/31/2002,300,400,350
Uttar Pradesh,Baghpat,Bagpat,Tomato,Deshi,12/05/2004,1100,1300,1200
Uttar Pradesh,Baghpat,Baraut,Apple,Kasmir/Shimla - II,08/22/2015,4800,5000,4900
Uttar Pradesh,Baghpat,Baraut,Banana - Green,Banana - Green,03/04/2025,1020,1040,1030
Uttar Pradesh,Baghpat,Baraut,Bengal Gram(Gram)(Whole),Desi (Whole),12/01/2005,5000,5150,5100
Uttar Pradesh,Baghpat,Baraut,Brinjal,Round/Long,11/02/2001,700,800,750
Uttar Pradesh,Baghpat,Baraut,Carrot,Carrot,06/19/2020,600,700,650
Uttar Pradesh,Baghpat,Baraut,Cauliflower,Cauliflower,09/04/2015,700,800,750
Uttar Pradesh,Baghpat,Baraut,Chikoos(Sapota),Sapota,10/12/2013,2200,2400,2300
Uttar Pradesh,Baghpat,Baraut,Cucumbar(Kheera),Cucumbar,01/27/2024,800,900,850
Uttar Pradesh,Baghpat,Baraut,Ginger(Green),Green Ginger,09/03/2004,2600,2800,2700
Uttar Pradesh,Baghpat,Baraut,Green Chilli,Green Chilly,09/04/2019,1500,1700,1600
Uttar Pradesh,Baghpat,Baraut,Guava,Guava,07/08/2006,1300,1500,1400
Uttar Pradesh,Baghpat,Baraut,Gur(Jaggery),Yellow,04/13/2009,2400,2600,2500
Uttar Pradesh,Baghpat,Baraut,Onion,Red,05/20/2000,800,1000,900
Uttar Pradesh,Baghpat,Baraut,Papaya,Papaya,03/22/2001,1050,1150,1100
Uttar Pradesh,Baghpat,Baraut,Pomegranate,Pomogranate,08/12/2014,4200,4400,4300
Uttar Pradesh,Baghpat,Baraut,Potato,Chips,05/02/2000,600,700,650
Uttar Pradesh,Baghpat,Baraut,Pumpkin,Pumpkin,11/03/2021,400,600,500
Uttar Pradesh,Baghpat,Baraut,Raddish,Raddish,08/28/2018,400,600,500
Uttar Pradesh,Baghpat,Baraut,Tomato,Deshi,08/31/2005,800,900,850
Uttar Pradesh,Baghpat,Baraut,Wheat,Other,06/24/2000,1800,1900,1850
Uttar Pradesh,Bahraich,Mihipurwa,Gur(Jaggery),Yellow,09/14/2013,1900,2100,2000
Uttar Pradesh,Bahraich,Mihipurwa,Paddy(Dhan)(Common),Paddy Coarse,05/04/2024,1450,1550,1500
Uttar Pradesh,Bahraich,Mihipurwa,Tomato,Deshi,07/08/2023,400,475,450
Uttar Pradesh,Bahraich,Risia,Paddy(Dhan)(Common),Paddy,09/21/2008,1500,1550,1510
Uttar Pradesh,Bahraich,Ruperdeeha,Apple,Apple,01/14/2021,5250,5500,5350
Uttar Pradesh,Bahraich,Ruperdeeha,Banana,Banana - Ripe,02/17/2024,850,1000,900
Uttar Pradesh,Bahraich,Ruperdeeha,Bhindi(Ladies Finger),Bhindi,02/24/2018,1125,1200,1150
Uttar Pradesh,Bahraich,Ruperdeeha,Brinjal,Brinjal,07/11/2003,450,550,500
Uttar Pradesh,Bahraich,Ruperdeeha,Fish,Rahu(Local),04/25/2018,4250,4350,4300
Uttar Pradesh,Bahraich,Ruperdeeha,Grapes,Green,08/25/2011,4480,4540,4500
Uttar Pradesh,Bahraich,Ruperdeeha,Green Chilli,Green Chilly,02/07/2018,1480,1560,1500
Uttar Pradesh,Bahraich,Ruperdeeha,Gur(Jaggery),Yellow,12/02/2002,1450,2525,2500
Uttar Pradesh,Bahraich,Ruperdeeha,Lemon,Lemon,10/20/2011,2260,2480,2350
Uttar Pradesh,Bahraich,Ruperdeeha,Onion,Red,11/19/2024,680,850,785
Uttar Pradesh,Bahraich,Ruperdeeha,Paddy(Dhan)(Common),Paddy,01/07/2000,1460,1540,1500
Uttar Pradesh,Bahraich,Ruperdeeha,Potato,Potato,07/27/2017,580,750,675
Uttar Pradesh,Bahraich,Ruperdeeha,Rice,III,06/23/2025,2080,2240,2150
Uttar Pradesh,Bahraich,Ruperdeeha,Tomato,Deshi,01/03/2019,675,755,700
Uttar Pradesh,Bahraich,Ruperdeeha,Wheat,Dara,01/01/2006,1760,1825,1800
Uttar Pradesh,Ballia,Chitwadagaon,Banana,Banana - Ripe,05/07/2017,1700,1800,1750
Uttar Pradesh,Ballia,Chitwadagaon,Gur(Jaggery),Other,05/12/2001,4200,4400,4300
Uttar Pradesh,Ballia,Chitwadagaon,Onion,Other,06/06/2020,1100,1200,1150
Uttar Pradesh,Ballia,Chitwadagaon,Potato,Other,02/01/2025,1000,1100,1050
Uttar Pradesh,Ballia,Chitwadagaon,Rice,III,04/13/2001,2000,2200,2100
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Apple,American,04/24/2022,3500,3500,3500
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Kinnow,Kinnow,11/12/2017,850,900,900
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Onion,Red,01/23/2018,700,700,700
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Pomegranate,Pomogranate,07/13/2009,3800,3800,3800
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Potato,Potato,05/19/2000,350,400,400
Uttar Pradesh,Bulandshahar,Divai,Bajra(Pearl Millet/Cumbu),Hybrid,05/06/2025,1580,1600,1590
Uttar Pradesh,Bulandshahar,Divai,Banana,Banana - Ripe,02/28/2020,1180,1200,1190
Uttar Pradesh,Bulandshahar,Divai,Bhindi(Ladies Finger),Bhindi,02/05/2004,580,600,590
Uttar Pradesh,Bulandshahar,Divai,Bottle gourd,Bottle Gourd,05/18/2019,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Brinjal,Brinjal,06/18/2012,570,590,580
Uttar Pradesh,Bulandshahar,Divai,Carrot,Carrot,10/03/2013,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Cauliflower,Cauliflower,05/13/2012,580,600,590
Uttar Pradesh,Bulandshahar,Divai,Maize,Hybrid,10/02/2015,1480,1500,1490
Uttar Pradesh,Bulandshahar,Divai,Mustard,Laha(Sarsib),09/17/2002,3580,3600,3590
Uttar Pradesh,Bulandshahar,Divai,Onion,Red,09/04/2006,1180,1200,1190
Uttar Pradesh,Bulandshahar,Divai,Potato,F.A.Q.,04/12/2017,580,600,590
Uttar Pradesh,Bulandshahar,Divai,Pumpkin,Pumpkin,06/21/2017,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Tomato,Deshi,03/12/2003,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Wheat,Dara,06/13/2015,1730,1736,1735
Uttar Pradesh,Bulandshahar,Gulavati,Brinjal,Other,05/19/2008,443,447,445
Uttar Pradesh,Bulandshahar,Gulavati,Carrot,Carrot,11/02/2016,428,432,430
Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,04/22/2006,408,412,410
Uttar Pradesh,Bulandshahar,Gulavati,Green Chilli,Green Chilly,09/30/2025,1003,1007,1005
Uttar Pradesh,Bulandshahar,Gulavati,Guava,Guava,02/05/2002,908,912,910
Uttar Pradesh,Bulandshahar,Gulavati,Onion,Other,09/11/2016,983,987,985
Uttar Pradesh,Bulandshahar,Gulavati,Potato,Other,10/03/2006,438,442,440
Uttar Pradesh,Bulandshahar,Gulavati,Raddish,Other,01/12/2011,218,222,220
Uttar Pradesh,Bulandshahar,Gulavati,Tomato,Other,02/09/2008,708,712,710
Uttar Pradesh,Bulandshahar,Siyana,Carrot,Carrot,10/03/2014,400,500,460
Uttar Pradesh,Bulandshahar,Siyana,Cauliflower,Cauliflower,03/11/2015,500,600,550
Uttar Pradesh,Bulandshahar,Siyana,Green Chilli,Green Chilly,12/24/2003,910,1000,960
Uttar Pradesh,Bulandshahar,Siyana,Gur(Jaggery),Yellow,04/15/2013,2100,2300,2200
Uttar Pradesh,Bulandshahar,Siyana,Onion,Red,03/13/2007,500,600,560
Uttar Pradesh,Bulandshahar,Siyana,Potato,Potato,04/06/2019,360,460,410
Uttar Pradesh,Bulandshahar,Siyana,Tomato,Other,04/23/2017,800,900,860
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Arhar (Tur/Red Gram)(Whole),777 New Ind,10/13/2006,4450,4500,4475
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Bengal Gram(Gram)(Whole),Desi (Whole),12/09/2009,3850,3900,3875
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Mustard,Big 100 Kg,12/24/2024,3450,3500,3475
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Rice,1009 Kar,09/06/2011,1750,1800,1775
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Wheat,147 Average,08/18/2014,1900,1950,1925
Uttar Pradesh,Etah,Aliganj,Bajra(Pearl Millet/Cumbu),Deshi,06/01/2009,1800,1850,1830
Uttar Pradesh,Etah,Aliganj,Banana - Green,Banana - Green,03/02/2014,800,1000,900
Uttar Pradesh,Etah,Aliganj,Brinjal,Round/Long,09/11/2012,600,800,700
Uttar Pradesh,Etah,Aliganj,Carrot,Carrot,09/12/2001,400,600,500
Uttar Pradesh,Etah,Aliganj,Cauliflower,Cauliflower,09/04/2020,500,700,600
Uttar Pradesh,Etah,Aliganj,Colacasia,Colacasia,06/22/2020,1000,1200,1100
Uttar Pradesh,Etah,Aliganj,Field Pea,Field Pea,05/22/2025,400,600,500
Uttar Pradesh,Etah,Aliganj,Garlic,Desi,05/17/2007,700,900,800
Uttar Pradesh,Etah,Aliganj,Ginger(Green),Green Ginger,09/24/2015,3800,4000,3900
Uttar Pradesh,Etah,Aliganj,Green Chilli,Green Chilly,12/01/2021,1200,1400,1300
Uttar Pradesh,Etah,Aliganj,Mustard,Big 100 Kg,01/25/2014,3000,3200,3100
Uttar Pradesh,Etah,Aliganj,Onion,Red,08/14/2023,600,800,700
Uttar Pradesh,Etah,Aliganj,Potato,Local,10/24/2015,400,600,500
Uttar Pradesh,Etah,Aliganj,Tobacco,Beedi,07/11/2020,1800,2000,1900
Uttar Pradesh,Etah,Aliganj,Tomato,Deshi,05/11/2005,600,800,700
Uttar Pradesh,Etah,Aliganj,Wheat,Dara,11/15/2004,1800,2000,1900
Uttar Pradesh,Etawah,Jasvantnagar,Bajra(Pearl Millet/Cumbu),Hybrid,01/14/2016,1550,1750,1650
Uttar Pradesh,Etawah,Jasvantnagar,Brinjal,Brinjal,11/06/2001,550,650,600
Uttar Pradesh,Etawah,Jasvantnagar,Carrot,Carrot,01/25/2017,700,800,750
Uttar Pradesh,Etawah,Jasvantnagar,Cauliflower,Cauliflower,06/30/2013,400,500,450
Uttar Pradesh,Etawah,Jasvantnagar,Green Chilli,Green Chilly,12/09/2004,1200,1300,1250
Uttar Pradesh,Etawah,Jasvantnagar,Green Peas,Green Peas,08/18/2007,600,700,650
Uttar Pradesh,Etawah,Jasvantnagar,Guava,Guava,07/13/2012,900,1000,950
Uttar Pradesh,Etawah,Jasvantnagar,Potato,Desi,03/10/2008,300,450,400
Uttar Pradesh,Etawah,Jasvantnagar,Pumpkin,Pumpkin,01/10/2003,500,600,550
Uttar Pradesh,Etawah,Jasvantnagar,Raddish,Raddish,12/10/2004,450,550,500
Uttar Pradesh,Etawah,Jasvantnagar,Tomato,Hybrid,08/14/2000,650,750,700
Uttar Pradesh,Farukhabad,Kamlaganj,Maize,Yellow,11/12/2023,1600,1700,1650
Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,11/01/2013,400,450,430
Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,Dara,06/16/2024,1850,1900,1870
Uttar Pradesh,Fatehpur,Bindki,Potato,Potato,10/28/2005,400,550,490
Uttar Pradesh,Fatehpur,Kishunpur,Gur(Jaggery),Other,08/13/2013,2400,2600,2500
Uttar Pradesh,Fatehpur,Kishunpur,Paddy(Dhan)(Common),Common,12/10/2015,1600,1900,1750
Uttar Pradesh,Fatehpur,Kishunpur,Wheat,Dara,04/04/2017,1800,2100,1950
Uttar Pradesh,Gautam Budh Nagar,Javer,Brinjal,Other,06/20/2007,0,650,600
Uttar Pradesh,Gautam Budh Nagar,Javer,Cabbage,Cabbage,01/09/2004,0,600,500
Uttar Pradesh,Gautam Budh Nagar,Javer,Carrot,Carrot,02/26/2016,0,500,400
Uttar Pradesh,Gautam Budh Nagar,Javer,Green Chilli,Green Chilly,01/30/2017,0,1000,900
Uttar Pradesh,Gautam Budh Nagar,Javer,Potato,Potato,11/25/2010,0,600,500
Uttar Pradesh,Gautam Budh Nagar,Javer,Tomato,Other,11/28/2004,0,800,700
Uttar Pradesh,Ghaziabad,Hapur,Apple,Delicious,10/23/2019,5700,6000,5850
Uttar Pradesh,Ghaziabad,Hapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),05/30/2021,6000,6150,6080
Uttar Pradesh,Ghaziabad,Hapur,Banana,Medium,06/07/2025,1200,1350,1260
Uttar Pradesh,Ghaziabad,Hapur,Bengal Gram(Gram)(Whole),Desi (Whole),06/18/2018,5250,5450,5330
Uttar Pradesh,Ghaziabad,Hapur,Black Gram Dal (Urd Dal),Black Gram Dal,03/06/2005,5400,5650,5500
Uttar Pradesh,Ghaziabad,Hapur,Bottle gourd,Bottle Gourd,01/23/2001,1650,2050,1800
Uttar Pradesh,Ghaziabad,Hapur,Brinjal,Round/Long,05/26/2016,900,1050,970
Uttar Pradesh,Ghaziabad,Hapur,Cabbage,Cabbage,05/11/2001,500,650,570
Uttar Pradesh,Ghaziabad,Hapur,Green Chilli,Green Chilly,05/06/2023,2400,2650,2500
Uttar Pradesh,Ghaziabad,Hapur,Gur(Jaggery),Red,04/10/2020,2200,2350,2260
Uttar Pradesh,Ghaziabad,Hapur,Lemon,Lemon,04/23/2015,2700,2850,2750
Uttar Pradesh,Ghaziabad,Hapur,Mousambi(Sweet Lime),Other,01/14/2010,2600,2750,2680
Uttar Pradesh,Ghaziabad,Hapur,Mustard,Mustard,04/12/2005,3950,4250,4100
Uttar Pradesh,Ghaziabad,Hapur,Mustard Oil,Other,01/01/2018,9150,9400,9250
Uttar Pradesh,Ghaziabad,Hapur,Onion,Red,09/27/2004,700,850,760
Uttar Pradesh,Ghaziabad,Hapur,Papaya,Papaya,12/24/2000,1200,1450,1300
Uttar Pradesh,Ghaziabad,Hapur,Potato,Desi,04/16/2009,550,700,610
Uttar Pradesh,Ghaziabad,Hapur,Raddish,Raddish,10/25/2009,250,350,280
Uttar Pradesh,Ghaziabad,Hapur,Rice,III,04/09/2001,2550,2750,2670
Uttar Pradesh,Ghaziabad,Hapur,Sugar,Fine,01/31/2000,3300,3450,3380
Uttar Pradesh,Ghaziabad,Hapur,Tomato,Deshi,05/02/2016,900,1050,970
Uttar Pradesh,Ghaziabad,Hapur,Wheat,Dara,04/13/2011,1900,2100,1980
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,Dara,04/08/2000,1980,1980,1980
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,147 Average,02/01/2005,1750,1800,1775
Uttar Pradesh,Jhansi,Baruwasagar,Colacasia,Colacasia,12/06/2013,2130,2365,2245
Uttar Pradesh,Jhansi,Baruwasagar,Ginger(Green),Green Ginger,01/13/2009,3165,3345,3245
Uttar Pradesh,Jhansi,Chirgaon,Black Gram (Urd Beans)(Whole),Black Gram (Whole),10/03/2019,3500,3700,3600
Uttar Pradesh,Jhansi,Chirgaon,Groundnut,Other,02/13/2022,3100,3200,3150
Uttar Pradesh,Jhansi,Chirgaon,Wheat,Dara,05/31/2020,1800,1850,1825
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Apple,Delicious,09/05/2010,6400,6600,6500
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Arhar Dal(Tur Dal),Arhar Dal(Tur),06/14/2015,6700,6900,6800
